Brand,Price,Mileage,Model
Renault,6450,100,Kangoo
Toyota,44700,120,Venza
Toyota,17800,220,Land Cruiser Prado
BMW,26900,158,M5
Volkswagen,14999,128,Passat B7
Mercedes-Benz,7650,340,S 140
Volkswagen,12750,130,Passat B6
Volkswagen,16000,26,Polo
Toyota,65000,90,Land Cruiser 200
Renault,11999,65,Megane
BMW,3000,294,320
Volkswagen,17900,70,Tiguan
Mercedes-Benz,109000,0,GLS 350
Mercedes-Benz,4500,409,E-Class
Audi,19300,113,A4
Volkswagen,11300,250,T5 (Transporter)
Mitsubishi,18800,47,Pajero Wagon
Mercedes-Benz,4150,277,Vito
Volkswagen,14000,194,Touareg
Mercedes-Benz,13995,126,Vito
Renault,6400,209,Scenic
Renault,4900,90,Symbol
Audi,6400,261,A6
Renault,9400,270,Trafic
Toyota,15400,152,Avalon
Volkswagen,2900,238,Passat B5
Renault,9500,78,Kangoo
Volkswagen,23000,75,Passat CC
Toyota,10600,185,Rav 4
Audi,2550,304,A6
Volkswagen,8500,87,Polo
Audi,10500,243,A6
Mercedes-Benz,18000,99,C-Class
Mitsubishi,1550,1,Galant
BMW,3800,250,330
BMW,42000,128,X5 M
Mitsubishi,8500,110,Lancer X
Toyota,24900,30,Camry
Volkswagen,10200,186,Passat B6
BMW,14200,135,530
Volkswagen,22500,151,Touareg
Toyota,47500,45,Land Cruiser Prado
BMW,4500,360,520
BMW,8300,197,530
Toyota,14300,60,Auris
Renault,18456.16,1,Duster
Renault,6999,173,Scenic
Mitsubishi,7500,94,Lancer
Volkswagen,2850,350,Passat B3
Mercedes-Benz,5800,282,Vito
Toyota,3700,282,Corolla
Renault,6555,180,Megane
Volkswagen,23999,80,Passat CC
Mitsubishi,21500,47,Outlander XL
Volkswagen,5700,300,Passat B5
Volkswagen,4500,220,Touran
BMW,6800,297,525
Toyota,22900,84,Camry
Volkswagen,8500,210,T4 (Transporter)
Renault,8700,183,Trafic
BMW,12200,239,730
BMW,23900,235,X5
Mitsubishi,16000,174,Pajero Wagon
Mitsubishi,7000,158,Lancer
Renault,9450,215,Laguna
Mercedes-Benz,41900,95,S 550
Mitsubishi,7400,148,Lancer
Renault,2350,245,Laguna
Audi,3390,289,A6
BMW,40755,0,520
Volkswagen,3300,430,Passat B3
Volkswagen,49500,80,Touareg
Renault,8700,100,Megane
Mercedes-Benz,20400,190,E-Class
BMW,17700,98,320
BMW,17900,69,320
Mercedes-Benz,5500,269,E-Class
Mercedes-Benz,6200,221,E-Class
Mercedes-Benz,3500,257,C-Class
BMW,8100,180,118
Toyota,2499,254,Avensis
Audi,3150,10,100
Audi,4000,380,A6
Audi,4000,234,A6
BMW,2050,300,525
Mercedes-Benz,2600,178,A 170
Mercedes-Benz,24500,222,S 550
BMW,14600,116,525
Mercedes-Benz,16900,180,Vito
Volkswagen,14500,173,Touareg
Volkswagen,38365,0,Passat B8
Mercedes-Benz,17800,162,B 180
Renault,5000,200,Clio
Toyota,42000,97,4Runner
BMW,35500,67,535
BMW,3000,190,520
BMW,22600,69,X6
Volkswagen,12900,142,Eos
Mercedes-Benz,7600,240,Vito
Toyota,37700,47,Sequoia
Toyota,8300,168,Avensis
BMW,65500,1,X5
Audi,34500,71,A6
Toyota,7500,185,Camry
Volkswagen,13900,123,Touran
Renault,4000,194,Kangoo
Audi,2300,250,A6
Renault,5650,140,Kangoo
Volkswagen,11800,200,T5 (Transporter)
Audi,44000,1,A5
Audi,23400,105,Q7
BMW,2666,360,525
BMW,23900,60,X1
Toyota,14000,25,Camry
BMW,69999,1,X5
Mercedes-Benz,58999,0,GLC-Class
Audi,22500,71,Q7
Toyota,10300,108,Corolla
Renault,9300,200,Grand Scenic
Audi,37800,126,Q7
Toyota,10400,144,Corolla
Renault,6700,160,Kangoo
Renault,7400,156,Kangoo
Renault,11200,157,Grand Scenic
Toyota,25900,97,Land Cruiser Prado
Mercedes-Benz,11500,381,Vito
Renault,11500,230,Megane
Toyota,2600,218,Camry
Mercedes-Benz,55000,40,ML 500
Renault,6650,274,Scenic
Mercedes-Benz,11900,215,Vito
Renault,8600,100,Kangoo
Mercedes-Benz,6700,310,Vito
Volkswagen,21500,178,Touareg
Toyota,17777,120,Land Cruiser Prado
BMW,29000,170,520
Volkswagen,7300,125,Golf Plus
BMW,58000,64,X5
Toyota,43999,1,Hilux
Volkswagen,16450,143,T5 (Transporter) 
Toyota,26900,118,Land Cruiser Prado
BMW,13900,262,740
Mercedes-Benz,5500,250,E-Class
Volkswagen,3350,223,Caddy
Volkswagen,9800,98,Golf V
Mercedes-Benz,13899,232,Vito
Mercedes-Benz,15200,195,E-Class
Toyota,8900,87,Corolla
Mitsubishi,17800,111,Outlander XL
Audi,2650,270,A6
Mitsubishi,10200,102,Lancer X
Toyota,12500,150,Camry
Audi,2500,200,A3
Toyota,16200,219,Land Cruiser Prado
BMW,28000,127,523
Mercedes-Benz,5000,240,E-Class
Toyota,8900,154,Corolla
BMW,29900,182,X6
Mercedes-Benz,12950,199,Vito
Volkswagen,19999,152,Sharan
Audi,10000,131,A4
BMW,39500,93,525
Volkswagen,7900,123,Polo
Mercedes-Benz,15900,216,E-Class
Mitsubishi,6700,155,Lancer
Renault,9500,189,Trafic
Audi,3600,374,A8
Renault,9150,220,Trafic
Mercedes-Benz,12900,185,Vito
Renault,11500,175,Megane
Toyota,39500,1,Hilux
Renault,4200,310,Symbol
BMW,4100,26,530
Volkswagen,9200,248,T5 (Transporter) 
Audi,11400,250,A6 Allroad
Volkswagen,24000,3,Jetta
Renault,1800,1,11
Mercedes-Benz,3799,210,200
Mercedes-Benz,110000,0,GLS 350
BMW,16999,213,530
Audi,6700,340,A6
Toyota,2200,50,Carina
Toyota,4500,238,Carina
BMW,10999,225,530
BMW,4000,380,320
Volkswagen,5400,250,Golf IV
Mercedes-Benz,1700,300,E-Class
Audi,4000,320,100
Mercedes-Benz,55000,127,G 55 AMG
BMW,2500,44,525
Mitsubishi,15999,149,Pajero Wagon
Mercedes-Benz,7800,125,C-Class
Volkswagen,12114.35,0,Polo
Volkswagen,12500,118,Golf VI
Renault,11500,160,Grand Scenic
Volkswagen,10999,240,LT
Mercedes-Benz,15300,234,Sprinter 315
Mercedes-Benz,12300,300,E-Class
Volkswagen,12400,248,T5 (Transporter)
Mercedes-Benz,50800,30,ML 350
BMW,77500,1,X6
Renault,6800,119,Kangoo
BMW,6399,282,520
Audi,3550,196,A8
BMW,31800,115,5 Series GT
Volkswagen,1700,247,Golf IV
Mercedes-Benz,14900,171,E-Class
Mercedes-Benz,5100,295,E-Class
Renault,12800,125,Laguna
BMW,5650,284,520
Audi,5200,250,A4
Renault,10100,190,Trafic
Mercedes-Benz,14750,220,E-Class
Volkswagen,4500,230,Passat B4
Audi,19500,186,Q7
BMW,5400,250,X5
Mercedes-Benz,12900,255,E-Class
Mitsubishi,15900,138,Pajero Wagon
Renault,11800,179,Megane
BMW,34500,45,320
Renault,6200,228,Trafic
Mercedes-Benz,16500,107,Vito
Volkswagen,55555,53,Multivan
Toyota,22500,12,Camry
Audi,8700,202,A8
Audi,35900,105,A6
Mercedes-Benz,6800,242,Vito
Mitsubishi,18500,135,Pajero Wagon
BMW,12300,140,318
Toyota,18800,89,Avensis
Mercedes-Benz,11700,284,ML 400
Audi,14900,183,Q7
Volkswagen,8900,144,Polo
Volkswagen,9000,223,T5 (Transporter)
BMW,7250,300,528
Mercedes-Benz,35900,254,G 500
Toyota,14900,110,Camry
Volkswagen,14900,170,Touran
Mercedes-Benz,46500,127,G 500
Mercedes-Benz,7900,206,Vito
Toyota,35999,102,Land Cruiser Prado
Volkswagen,7300,240,Caddy
BMW,12600,219,735
BMW,9000,225,320
BMW,37200,115,X5
Audi,63200,0,A6
BMW,86999,0,X6
Mercedes-Benz,4100,410,E-Class
Mercedes-Benz,11800,215,E-Class
Audi,4000,300,A6
Volkswagen,9900,149,Caddy
BMW,9999,271,530
Volkswagen,11500,118,Passat B6
BMW,4850,280,730
Mitsubishi,5850,130,Colt
Toyota,103999,0,Land Cruiser 200
BMW,32000,138,X6
Toyota,61990,68,Land Cruiser 200
Toyota,8888,172,Avensis
Mitsubishi,12700,110,Outlander XL
Toyota,28500,16,Camry
BMW,47777,142,X6
BMW,16700,150,520
Toyota,12900,134,Camry
Volkswagen,9900,300,T5 (Transporter)
Toyota,51500,70,Land Cruiser Prado
Volkswagen,6200,180,Caddy
Audi,13333,178,A6
Mercedes-Benz,43500,51,E-Class
Volkswagen,7777,214,Caddy
Volkswagen,20600,107,Passat CC
Volkswagen,9500,188,T5 (Transporter)
Mercedes-Benz,17500,220,Vito
Volkswagen,9000,178,Jetta
Volkswagen,10500,246,T5 (Transporter)
Mercedes-Benz,11300,363,E-Class
Renault,9200,12,Sandero
BMW,18500,114,520
Volkswagen,28713.75,0,Golf VII
BMW,31500,130,X5
Toyota,11999,139,Camry
BMW,67431,0,X5
Volkswagen,3500,220,Golf III
Renault,9300,94,Trafic
BMW,62000,1,X5
BMW,57000,47,X6
Volkswagen,7900,229,T4 (Transporter)
BMW,4400,300,520
BMW,62900,1,X5
Mercedes-Benz,23900,124,E-Class
Audi,21900,114,A5
BMW,15250,144,530
Mercedes-Benz,4300,280,C-Class
Mercedes-Benz,14600,217,Vito
Toyota,15000,184,Land Cruiser Prado
Mercedes-Benz,5300,212,Vito
Mercedes-Benz,7000,190,210
BMW,13900,80,330
Toyota,29000,120,Land Cruiser Prado
Volkswagen,20900,25,Jetta
Mercedes-Benz,20500,173,E-Class
Toyota,22999,152,Land Cruiser Prado
Audi,95000,30,R8
Volkswagen,9599,88,Polo
Volkswagen,10500,299,Syncro
Mercedes-Benz,23999,204,S 350
Renault,10200,149,Kangoo
Toyota,9950,142,Avensis
Toyota,21999,69,Highlander
Mercedes-Benz,18500,180,ML 350
Mercedes-Benz,40500,54,GL 500
Volkswagen,3100,390,Passat B3
BMW,8100,175,X5
Audi,8100,302,A6
Volkswagen,2600,288,Passat B3
Renault,7299,160,Megane
Volkswagen,9600,107,Polo
Renault,10500,250,Megane
Mercedes-Benz,26800,160,E-Class
Audi,31999,107,A8
Volkswagen,12900,176,T5 (Transporter)
BMW,16500,122,520
Mitsubishi,6000,118,Colt
Toyota,9950,140,Corolla
Volkswagen,5700,199,Sharan
Audi,48000,90,Q7
Mitsubishi,8000,220,Outlander
Mitsubishi,12500,48,Lancer X
Mercedes-Benz,57000,61,S 500
Mercedes-Benz,85000,36,CLS 63 AMG
Renault,4200,180,Symbol
BMW,10600,285,520
Audi,55000,65,A6 Allroad
Mercedes-Benz,31500,95,Vito
Audi,9300,186,A6
Renault,4299,300,Kangoo
Audi,48900,82,R8
Toyota,13300,131,Camry
Audi,13300,207,A8
BMW,49900,82,640
BMW,13700,276,530
Volkswagen,5999,300,Sharan
Toyota,8700,38,Auris
Volkswagen,18000,155,Tiguan
BMW,55500,90,X5 M
BMW,3100,1,320
Toyota,30900,15,Camry
Mercedes-Benz,23500,200,S 550
Volkswagen,9200,156,Golf Variant
Volkswagen,13000,140,Jetta
Mercedes-Benz,55000,120,G 55 AMG
Audi,27500,74,A5
BMW,5900,220,520
Mercedes-Benz,126000,14,S 350
Mercedes-Benz,27500,152,ML 63 AMG
Renault,7200,285,Trafic
Renault,6750,140,Kangoo
Mitsubishi,21000,122,Pajero Wagon
Volkswagen,15900,77,Jetta
Volkswagen,10000,56,Passat B7
Renault,4500,1,Kangoo
Mercedes-Benz,29000,139,ML 350
Mercedes-Benz,109999,0,GLS 350
Mercedes-Benz,9999,80,C-Class
BMW,32500,152,X5
Mercedes-Benz,111999,0,GL 350
Mercedes-Benz,29500,253,G 500
Audi,2850,280,A6
Mitsubishi,7200,83,Lancer
Volkswagen,6250,170,Golf IV
Volkswagen,6500,74,Jetta
Volkswagen,6000,271,Passat B5
Mitsubishi,9500,140,Outlander
Mercedes-Benz,17200,180,320
Volkswagen,18200,23,Golf VI
Mercedes-Benz,6900,235,E-Class
Toyota,10200,105,Scion
Toyota,17394.09,0,Yaris
Audi,22500,99,A5
Mercedes-Benz,28950,40,C-Class
BMW,15500,89,520
Renault,13600,164,Grand Scenic
Mitsubishi,3250,380,Galant
BMW,17000,158,320
Renault,12350,159,Trafic
Mercedes-Benz,24500,163,S 550
BMW,11800,218,320
Toyota,30000,85,Land Cruiser Prado
Audi,4850,270,A6
Volkswagen,11900,132,Golf VI
Renault,6500,127,Kangoo
Mercedes-Benz,12000,298,S 500
BMW,4300,200,320
Renault,5600,112,Kangoo
Mercedes-Benz,24500,77,C-Class
BMW,26900,170,X5
Mercedes-Benz,11500,180,Vito
Mitsubishi,9700,247,Grandis
Renault,10500,185,Megane
Renault,10900,180,Megane
Mercedes-Benz,25500,77,ML 350
Volkswagen,15500,80,Jetta
Volkswagen,9750,159,Caddy
BMW,16100,194,X5
Volkswagen,9200,171,Caddy
Volkswagen,5150,240,Caddy
Toyota,100000,0,Land Cruiser 200
Renault,8999,126,Trafic
Mercedes-Benz,16800,125,C-Class
Mercedes-Benz,8200,280,E-Class
Mercedes-Benz,24950,60,C-Class
Audi,80999,0,Q7
Mercedes-Benz,7300,207,Vito
BMW,21335,105,335
BMW,45000,80,X6
Renault,6750,155,Kangoo
Renault,7000,210,Kangoo
BMW,12090,145,116
BMW,27900,38,320
Renault,2100,237,Laguna
Renault,6800,152,Megane
Volkswagen,11500,163,T5 (Transporter)
Toyota,17900,35,Corolla
Mercedes-Benz,125000,9,S 350
BMW,6500,1,535
Volkswagen,13500,124,T5 (Transporter) 
